online_order,book_table,rate,votes,location,rest_type,approx_cost(for two people),listed_in(type)
No,No,3.9 /5,42,Brigade Road,Casual Dining,500,Dine-out
No,No,2.9 /5,46,Shanti Nagar,Casual Dining,550,Dine-out
No,No,,0,St. Marks Road,,400,Dine-out
Yes,Yes,3.8 /5,197,St. Marks Road,Casual Dining,800,Dine-out
No,No,3.9 /5,119,Infantry Road,"Casual Dining, Bar",800,Dine-out
No,No,3.7 /5,11,St. Marks Road,Lounge,1200,Dine-out
No,No,3.8 /5,52,Richmond Road,Casual Dining,1200,Dine-out
No,No,3.4 /5,10,Richmond Road,Casual Dining,700,Dine-out
No,No,3.5 /5,11,Shanti Nagar,Quick Bites,300,Dine-out
No,No,3.4 /5,6,Shanti Nagar,Quick Bites,400,Dine-out
No,No,,0,Richmond Road,Quick Bites,150,Dine-out
No,No,3.4 /5,10,MG Road,Quick Bites,350,Dine-out
No,No,3.2 /5,10,MG Road,Cafe,400,Dine-out
No,No,3.3 /5,13,Residency Road,Casual Dining,750,Dine-out
No,No,3.3 /5,7,Church Street,Casual Dining,1000,Dine-out
No,No,3.4 /5,8,Richmond Road,Quick Bites,350,Dine-out
No,No,2.3 /5,118,Richmond Road,Casual Dining,650,Dine-out
No,No,3.3 /5,4,Brigade Road,Casual Dining,1200,Dine-out
No,No,,0,Richmond Road,Quick Bites,300,Dine-out
No,No,,0,Shanti Nagar,Mess,300,Dine-out
No,No,,0,Richmond Road,Quick Bites,350,Dine-out
No,No,NEW,0,Shanti Nagar,Cafe,400,Dine-out
Yes,No,3.9 /5,218,Brigade Road,Casual Dining,800,Dine-out
No,No,3.8 /5,217,Lavelle Road,Casual Dining,2000,Dine-out
Yes,No,3.8 /5,263,MG Road,Cafe,700,Dine-out
Yes,No,3.6 /5,52,Church Street,Casual Dining,600,Dine-out
No,No,3.3 /5,11,Brigade Road,Quick Bites,400,Dine-out
No,No,3.7 /5,82,MG Road,Fine Dining,2500,Dine-out
No,No,3.6 /5,104,Brigade Road,Cafe,800,Dine-out
No,No,3.8 /5,34,Lavelle Road,Casual Dining,1700,Dine-out
Yes,No,3.1 /5,23,Brigade Road,Casual Dining,700,Dine-out
No,No,4.1 /5,129,MG Road,"Casual Dining, Cafe",,Dine-out
No,No,4.1 /5,121,Richmond Road,Casual Dining,600,Dine-out
Yes,Yes,2.2 /5,409,MG Road,Casual Dining,1000,Dine-out
No,No,NEW,0,MG Road,Casual Dining,800,Dine-out
No,Yes,NEW,0,Brigade Road,"Pub, Casual Dining",1100,Dine-out
Yes,No,4.4 /5,1115,Lavelle Road,"Bakery, Cafe",600,Dine-out
Yes,No,4.0 /5,1087,Brigade Road,"Quick Bites, Dessert Parlor",550,Dine-out
Yes,No,4.0 /5,872,Lavelle Road,Quick Bites,400,Dine-out
No,No,4.4 /5,181,Richmond Road,Quick Bites,250,Dine-out
Yes,No,4.4 /5,232,MG Road,Quick Bites,700,Dine-out
No,No,4.2 /5,366,Richmond Road,Quick Bites,400,Dine-out
No,No,3.9 /5,85,Church Street,Quick Bites,500,Dine-out
No,No,4.0 /5,1223,Church Street,Quick Bites,200,Dine-out
Yes,No,4.1 /5,48,Church Street,Dessert Parlor,300,Dine-out
No,No,4.1 /5,274,Richmond Road,Quick Bites,150,Dine-out
No,No,4.0 /5,1469,MG Road,"Dessert Parlor, Cafe",450,Dine-out
Yes,No,3.9 /5,37,Brigade Road,Quick Bites,600,Dine-out
Yes,Yes,4.1 /5,121,Church Street,Quick Bites,300,Dine-out
Yes,No,4.2 /5,288,St. Marks Road,Quick Bites,500,Dine-out
No,No,4.0 /5,109,Richmond Road,Quick Bites,300,Dine-out
Yes,No,4.1 /5,161,St. Marks Road,Quick Bites,300,Dine-out
Yes,No,4.0 /5,101,St. Marks Road,Quick Bites,150,Dine-out
No,No,4.0 /5,90,Infantry Road,Quick Bites,300,Dine-out
Yes,No,3.6 /5,20,MG Road,Quick Bites,200,Dine-out
No,No,4.0 /5,47,Richmond Road,Quick Bites,250,Dine-out
Yes,No,3.8 /5,201,Brigade Road,Quick Bites,450,Dine-out
Yes,No,3.3 /5,9,Richmond Road,Quick Bites,300,Dine-out
No,No,2.7 /5,77,MG Road,Quick Bites,500,Dine-out
No,No,3.6 /5,55,Richmond Road,"Bakery, Quick Bites",300,Dine-out
Yes,No,4.0 /5,790,Richmond Road,Quick Bites,400,Dine-out
Yes,No,3.9 /5,113,Shanti Nagar,Quick Bites,250,Dine-out
Yes,No,3.8 /5,19,Brigade Road,Quick Bites,200,Dine-out
Yes,No,3.9 /5,121,MG Road,Quick Bites,400,Dine-out
Yes,No,3.6 /5,112,Richmond Road,Quick Bites,500,Dine-out
Yes,No,3.2 /5,6,MG Road,Quick Bites,450,Dine-out
Yes,No,3.9 /5,65,Brigade Road,"Quick Bites, Bakery",250,Dine-out
No,No,3.2 /5,58,Lavelle Road,Quick Bites,350,Dine-out
No,No,4.1 /5,343,Brigade Road,Quick Bites,300,Dine-out
Yes,No,3.9 /5,56,St. Marks Road,Quick Bites,400,Dine-out
Yes,No,3.9 /5,119,MG Road,Quick Bites,500,Dine-out
No,No,3.7 /5,14,Richmond Road,"Bakery, Quick Bites",300,Dine-out
No,No,3.7 /5,96,Church Street,Quick Bites,500,Dine-out
Yes,No,3.6 /5,125,Brigade Road,"Food Court, Quick Bites",400,Dine-out
No,No,3.9 /5,76,MG Road,Quick Bites,200,Dine-out
No,No,3.7 /5,24,Richmond Road,Quick Bites,500,Dine-out
No,No,3.6 /5,8,Brigade Road,Quick Bites,800,Dine-out
Yes,No,3.5 /5,33,Shanti Nagar,"Bakery, Quick Bites",400,Dine-out
Yes,No,3.9 /5,58,MG Road,Dessert Parlor,600,Dine-out
No,No,3.3 /5,5,Shanti Nagar,Quick Bites,300,Dine-out
Yes,No,3.5 /5,75,Brigade Road,Quick Bites,500,Dine-out
No,No,3.0 /5,7,Richmond Road,Quick Bites,300,Dine-out
No,No,2.8 /5,64,Brigade Road,Quick Bites,500,Dine-out
No,No,3.6 /5,16,Brigade Road,Food Court,900,Dine-out
No,No,3.1 /5,32,Brigade Road,Quick Bites,200,Dine-out
Yes,No,3.4 /5,64,Church Street,Quick Bites,400,Dine-out
Yes,No,3.5 /5,59,Shanti Nagar,Quick Bites,300,Dine-out
No,No,,0,Shanti Nagar,Quick Bites,200,Dine-out
Yes,No,3.0 /5,165,Church Street,Quick Bites,350,Dine-out
Yes,No,3.8 /5,169,Shanti Nagar,Quick Bites,250,Dine-out
No,No,3.3 /5,4,Richmond Road,Quick Bites,200,Dine-out
No,No,3.3 /5,9,Shanti Nagar,Quick Bites,300,Dine-out
No,No,3.4 /5,60,Church Street,Quick Bites,250,Dine-out
No,No,3.3 /5,11,Brigade Road,Quick Bites,200,Dine-out
Yes,No,3.4 /5,9,Shanti Nagar,Quick Bites,150,Dine-out
No,No,,0,MG Road,Quick Bites,250,Dine-out
Yes,No,4.2 /5,93,Brigade Road,Quick Bites,300,Dine-out
Yes,No,3.5 /5,21,Infantry Road,Quick Bites,200,Dine-out
No,No,3.7 /5,163,St. Marks Road,Quick Bites,300,Dine-out
Yes,No,3.4 /5,25,Langford Town,Quick Bites,400,Dine-out
Yes,No,3.0 /5,8,Brigade Road,Quick Bites,500,Dine-out
Yes,No,3.3 /5,19,Brigade Road,Quick Bites,300,Dine-out
Yes,No,3.7 /5,24,Brigade Road,Dessert Parlor,250,Dine-out
No,No,3.1 /5,23,MG Road,Quick Bites,300,Dine-out
No,No,3.3 /5,4,Shanti Nagar,Quick Bites,250,Dine-out
No,No,,0,Richmond Road,Quick Bites,300,Dine-out
No,No,,0,Shanti Nagar,Quick Bites,350,Dine-out
No,No,,0,Shanti Nagar,Quick Bites,250,Dine-out
No,No,,0,Brigade Road,Quick Bites,300,Dine-out
No,No,,0,Brigade Road,Quick Bites,200,Dine-out
No,No,,0,Brigade Road,Quick Bites,300,Dine-out
No,No,,0,MG Road,Quick Bites,150,Dine-out
No,No,,0,MG Road,Quick Bites,300,Dine-out
No,No,,0,Shanti Nagar,Quick Bites,100,Dine-out
No,No,,0,Brigade Road,Quick Bites,300,Dine-out
No,No,3.1 /5,7,Brigade Road,Quick Bites,150,Dine-out
Yes,No,,0,Shanti Nagar,Quick Bites,300,Dine-out
No,No,3.3 /5,6,MG Road,Quick Bites,300,Dine-out
Yes,No,,0,Brigade Road,Quick Bites,250,Dine-out
No,No,,0,Richmond Road,Quick Bites,300,Dine-out
No,No,,0,Richmond Road,Quick Bites,150,Dine-out
No,No,,0,Richmond Road,Quick Bites,200,Dine-out
No,No,,0,Richmond Road,Quick Bites,200,Dine-out
No,No,,0,MG Road,Quick Bites,300,Dine-out
No,No,,0,Shanti Nagar,Quick Bites,300,Dine-out
No,No,,0,Shanti Nagar,Quick Bites,300,Dine-out
No,No,,0,Brigade Road,Quick Bites,300,Dine-out
No,No,,0,Shanti Nagar,Quick Bites,150,Dine-out
Yes,No,,0,Brigade Road,"Food Court, Quick Bites",400,Dine-out
No,No,3.5 /5,45,Brigade Road,Quick Bites,300,Dine-out
No,No,3.6 /5,13,Shanti Nagar,Quick Bites,400,Dine-out
No,No,2.9 /5,11,Richmond Road,Quick Bites,250,Dine-out
No,No,3.2 /5,4,Richmond Road,Quick Bites,300,Dine-out
No,No,3.4 /5,11,Shanti Nagar,Quick Bites,300,Dine-out
No,No,3.2 /5,11,Shanti Nagar,Quick Bites,200,Dine-out
No,No,3.4 /5,8,Brigade Road,Quick Bites,450,Dine-out
No,No,,0,Richmond Road,Quick Bites,150,Dine-out
No,No,3.2 /5,9,Shanti Nagar,Quick Bites,350,Dine-out
No,No,,0,Shanti Nagar,Quick Bites,300,Dine-out
No,No,3.1 /5,6,Shanti Nagar,Quick Bites,250,Dine-out
No,No,,0,Shanti Nagar,Quick Bites,200,Dine-out
No,No,,0,Brigade Road,Quick Bites,400,Dine-out
No,No,3.4 /5,5,Richmond Road,Quick Bites,200,Dine-out
No,No,3.6 /5,8,Brigade Road,Quick Bites,400,Dine-out
No,No,3.7 /5,18,Shanti Nagar,Quick Bites,250,Dine-out
No,No,,0,Shanti Nagar,Quick Bites,100,Dine-out
Yes,No,3.5 /5,121,Brigade Road,Quick Bites,300,Dine-out
Yes,No,3.4 /5,8,Church Street,Quick Bites,500,Dine-out
No,No,3.0 /5,22,St. Marks Road,Quick Bites,200,Dine-out
No,No,3.6 /5,15,MG Road,Quick Bites,350,Dine-out
No,No,3.5 /5,10,St. Marks Road,Quick Bites,250,Dine-out
No,No,,0,Richmond Road,Quick Bites,100,Dine-out
No,No,,0,Richmond Road,Quick Bites,200,Dine-out
No,No,3.0 /5,10,Brigade Road,Food Court,200,Dine-out
No,No,,0,Shanti Nagar,Quick Bites,150,Dine-out
No,No,,0,Shanti Nagar,Quick Bites,100,Dine-out
No,No,,0,Shanti Nagar,Quick Bites,200,Dine-out
Yes,No,,0,Brigade Road,Quick Bites,200,Dine-out
No,No,,0,Richmond Road,Quick Bites,300,Dine-out
No,No,,0,Richmond Road,Quick Bites,150,Dine-out
No,No,,0,Shanti Nagar,Quick Bites,150,Dine-out
No,No,,0,Richmond Road,Quick Bites,200,Dine-out
No,No,,0,Richmond Road,Quick Bites,250,Dine-out
Yes,No,,0,Lavelle Road,Quick Bites,600,Dine-out
No,No,3.1 /5,5,Brigade Road,Quick Bites,200,Dine-out
No,No,,0,Brigade Road,Food Court,400,Dine-out
Yes,No,3.6 /5,91,Brigade Road,Food Court,600,Dine-out
Yes,No,3.1 /5,29,Brigade Road,Food Court,250,Dine-out
No,No,NEW,0,Richmond Road,Quick Bites,250,Dine-out
Yes,No,NEW,0,Brigade Road,Food Court,250,Dine-out
Yes,Yes,4.6 /5,4841,Cunningham Road,"Pub, Cafe",1300,Dine-out
No,Yes,4.3 /5,166,Ulsoor,Fine Dining,2800,Dine-out
No,Yes,4.2 /5,145,Ulsoor,Fine Dining,2500,Dine-out
No,Yes,4.4 /5,1086,Ulsoor,Casual Dining,1600,Dine-out
Yes,Yes,4.1 /5,637,Cunningham Road,Casual Dining,1100,Dine-out
Yes,Yes,4.5 /5,1648,Cunningham Road,Casual Dining,1300,Dine-out
No,No,4.1 /5,493,Race Course Road,Casual Dining,600,Dine-out
Yes,No,3.9 /5,120,Ulsoor,Casual Dining,600,Dine-out
Yes,No,4.0 /5,1106,Ulsoor,Casual Dining,1300,Dine-out
Yes,Yes,4.2 /5,986,Ulsoor,"Casual Dining, Bar",1000,Dine-out
Yes,No,4.3 /5,658,Cunningham Road,"Cafe, Dessert Parlor",750,Dine-out
No,No,4.0 /5,38,Vasanth Nagar,"Cafe, Dessert Parlor",1100,Dine-out
Yes,No,4.3 /5,860,Ulsoor,Casual Dining,1800,Dine-out
No,Yes,4.2 /5,83,Ulsoor,Fine Dining,3000,Dine-out
No,No,4.3 /5,167,Ulsoor,Cafe,750,Dine-out
No,Yes,4.1 /5,329,Cunningham Road,Lounge,1300,Dine-out
Yes,Yes,4.2 /5,476,Cunningham Road,Casual Dining,1700,Dine-out
No,No,3.9 /5,173,Shivajinagar,Casual Dining,500,Dine-out
No,Yes,3.9 /5,50,Ulsoor,Casual Dining,2000,Dine-out
Yes,No,4.2 /5,402,Cunningham Road,Casual Dining,600,Dine-out
Yes,Yes,4.1 /5,774,Ulsoor,"Casual Dining, Bar",1200,Dine-out
Yes,Yes,4.2 /5,864,Cunningham Road,"Casual Dining, Cafe",1000,Dine-out
Yes,No,4.3 /5,911,Ulsoor,Casual Dining,2000,Dine-out
Yes,No,4.2 /5,745,Cunningham Road,Cafe,750,Dine-out
No,Yes,3.7 /5,57,Ulsoor,Fine Dining,3000,Dine-out
Yes,Yes,4.0 /5,189,Shivajinagar,"Casual Dining, Bar",1300,Dine-out
Yes,No,4.0 /5,180,Ulsoor,Casual Dining,750,Dine-out
Yes,No,4.2 /5,182,Commercial Street,Casual Dining,800,Dine-out
No,Yes,4.1 /5,126,Ulsoor,Casual Dining,2000,Dine-out
Yes,Yes,4.0 /5,380,Cunningham Road,Casual Dining,850,Dine-out
Yes,No,3.7 /5,162,Cunningham Road,Casual Dining,700,Dine-out
Yes,No,4.0 /5,111,Shivajinagar,Casual Dining,700,Dine-out
Yes,No,3.4 /5,207,Cunningham Road,Casual Dining,600,Dine-out
No,No,4.1 /5,405,Cunningham Road,Casual Dining,750,Dine-out
Yes,No,3.7 /5,111,Shivajinagar,Casual Dining,700,Dine-out
Yes,Yes,3.8 /5,91,Cunningham Road,Casual Dining,1800,Dine-out
No,No,3.8 /5,36,City Market,Casual Dining,500,Dine-out
No,No,3.4 /5,225,Commercial Street,Quick Bites,300,Dine-out
No,No,3.8 /5,33,Cunningham Road,Quick Bites,400,Dine-out
No,Yes,3.8 /5,110,Race Course Road,Casual Dining,1600,Dine-out
Yes,No,3.9 /5,116,Ulsoor,Quick Bites,150,Dine-out
No,No,3.7 /5,45,Race Course Road,Casual Dining,900,Dine-out
No,No,3.7 /5,22,Shivajinagar,Quick Bites,350,Dine-out
No,No,3.6 /5,62,Shivajinagar,Casual Dining,450,Dine-out
Yes,No,3.6 /5,31,City Market,Casual Dining,400,Dine-out
No,Yes,4.1 /5,77,Race Course Road,Fine Dining,2800,Dine-out
No,Yes,4.0 /5,141,Wilson Garden,Bar,1000,Dine-out
Yes,No,3.7 /5,33,Ulsoor,Quick Bites,300,Dine-out
Yes,No,3.7 /5,28,Wilson Garden,Quick Bites,350,Dine-out
Yes,No,3.8 /5,50,Wilson Garden,Quick Bites,350,Dine-out
No,No,4.0 /5,109,Cunningham Road,Quick Bites,400,Dine-out
No,No,3.9 /5,82,Majestic,Casual Dining,450,Dine-out
Yes,No,3.8 /5,59,Commercial Street,Sweet Shop,300,Dine-out
No,No,4.3 /5,205,Majestic,Quick Bites,150,Dine-out
No,Yes,3.7 /5,64,Basavanagudi,Bar,2200,Dine-out
Yes,No,3.8 /5,33,Ulsoor,Quick Bites,200,Dine-out
No,No,4.5 /5,207,City Market,Quick Bites,200,Dine-out
Yes,No,2.8 /5,303,Commercial Street,Casual Dining,500,Dine-out
Yes,No,3.8 /5,75,Wilson Garden,Casual Dining,1000,Dine-out
No,No,3.9 /5,31,Wilson Garden,Quick Bites,250,Dine-out
No,No,3.4 /5,7,Sanjay Nagar,Casual Dining,600,Dine-out
No,Yes,4.1 /5,100,Ulsoor,Lounge,2400,Dine-out
No,Yes,3.8 /5,21,Basavanagudi,Casual Dining,800,Dine-out
No,No,3.9 /5,77,Commercial Street,Quick Bites,150,Dine-out
No,No,3.8 /5,51,Race Course Road,Quick Bites,150,Dine-out
Yes,No,4.1 /5,80,Commercial Street,"Quick Bites, Beverage Shop",350,Dine-out
Yes,No,3.7 /5,35,Wilson Garden,Mess,300,Dine-out
No,Yes,3.8 /5,25,Ulsoor,Cafe,2200,Dine-out
No,No,3.9 /5,28,City Market,Quick Bites,100,Dine-out
Yes,No,3.3 /5,89,Ulsoor,Quick Bites,350,Dine-out
Yes,No,NEW,0,Commercial Street,"Dessert Parlor, Cafe",600,Dine-out
Yes,No,3.5 /5,20,Cunningham Road,Cafe,500,Dine-out
Yes,No,3.7 /5,51,Commercial Street,Quick Bites,250,Dine-out
Yes,No,3.5 /5,11,Wilson Garden,Quick Bites,200,Dine-out
No,No,3.0 /5,33,Commercial Street,Quick Bites,400,Dine-out
No,Yes,3.9 /5,39,Cunningham Road,Fine Dining,2600,Dine-out
No,No,NEW,0,Wilson Garden,Quick Bites,400,Dine-out
Yes,No,3.5 /5,30,Ulsoor,Quick Bites,300,Dine-out
No,No,3.5 /5,14,Cunningham Road,Quick Bites,250,Dine-out
No,No,3.3 /5,42,City Market,Quick Bites,400,Dine-out
No,No,4.0 /5,54,Cunningham Road,Quick Bites,400,Dine-out
No,No,NEW,0,Majestic,Quick Bites,200,Dine-out
No,No,,0,Majestic,Quick Bites,200,Dine-out
No,No,3.1 /5,46,Cunningham Road,Casual Dining,1000,Dine-out
No,No,3.4 /5,11,Majestic,Casual Dining,650,Dine-out
No,No,4.2 /5,116,Ulsoor,"Casual Dining, Cafe",1000,Dine-out
No,No,3.6 /5,26,Shivajinagar,Quick Bites,300,Dine-out
No,No,3.8 /5,99,Ulsoor,Cafe,600,Dine-out
Yes,No,3.9 /5,157,Wilson Garden,Casual Dining,450,Dine-out
Yes,No,,0,Basavanagudi,Quick Bites,300,Dine-out
No,Yes,3.9 /5,158,Cunningham Road,Casual Dining,1100,Dine-out
Yes,No,3.6 /5,22,Wilson Garden,Quick Bites,350,Dine-out
No,No,3.5 /5,12,Cunningham Road,Quick Bites,200,Dine-out
Yes,No,3.5 /5,47,Wilson Garden,Casual Dining,450,Dine-out
No,No,3.4 /5,5,Basavanagudi,Quick Bites,150,Dine-out
No,No,,0,Basavanagudi,Quick Bites,300,Dine-out
No,No,3.6 /5,11,Shivajinagar,Bar,700,Dine-out
No,No,3.6 /5,38,Shivajinagar,Quick Bites,250,Dine-out
No,No,,0,Cunningham Road,Cafe,1000,Dine-out
No,No,2.9 /5,18,Shivajinagar,Quick Bites,400,Dine-out
No,No,,0,City Market,Quick Bites,200,Dine-out
Yes,No,3.3 /5,37,Shivajinagar,Quick Bites,350,Dine-out
No,No,3.1 /5,17,Shivajinagar,Casual Dining,550,Dine-out
No,No,3.3 /5,6,Commercial Street,Cafe,400,Dine-out
Yes,No,3.4 /5,48,Ulsoor,Quick Bites,300,Dine-out
No,No,3.2 /5,4,Cunningham Road,Casual Dining,600,Dine-out
No,No,3.3 /5,7,Shivajinagar,Mess,150,Dine-out
No,No,3.7 /5,32,Commercial Street,Casual Dining,800,Dine-out
Yes,No,2.9 /5,56,Cunningham Road,Quick Bites,150,Dine-out
No,No,3.7 /5,14,Shivajinagar,Quick Bites,150,Dine-out
No,No,3.4 /5,11,Shivajinagar,Quick Bites,200,Dine-out
No,Yes,3.7 /5,44,Race Course Road,Bar,2800,Dine-out
No,No,3.6 /5,14,Cunningham Road,Bar,1500,Dine-out
No,No,3.1 /5,11,Commercial Street,Casual Dining,450,Dine-out
No,No,3.2 /5,5,Race Course Road,Casual Dining,700,Dine-out
No,No,3.3 /5,16,Ulsoor,"Casual Dining, Bar",950,Dine-out
No,No,,0,Shivajinagar,Mess,100,Dine-out
Yes,No,3.2 /5,5,Shivajinagar,Quick Bites,300,Dine-out
Yes,No,3.5 /5,12,Ulsoor,Quick Bites,200,Dine-out
No,No,3.2 /5,7,Shivajinagar,Quick Bites,200,Dine-out
No,No,,0,Shivajinagar,Quick Bites,100,Dine-out
No,No,,0,Shivajinagar,Quick Bites,200,Dine-out
No,No,,0,Shivajinagar,Quick Bites,200,Dine-out
No,No,,0,Shivajinagar,Quick Bites,400,Dine-out
No,No,,0,Majestic,Quick Bites,150,Dine-out
No,No,,0,Vasanth Nagar,Quick Bites,500,Dine-out
No,No,,0,Shivajinagar,Quick Bites,350,Dine-out
No,No,,0,Shivajinagar,Quick Bites,300,Dine-out
No,No,,0,Kumaraswamy Layout,Quick Bites,400,Dine-out
No,No,,0,Shivajinagar,Quick Bites,150,Dine-out
No,No,3.2 /5,4,Shivajinagar,Quick Bites,200,Dine-out
Yes,No,,0,Shivajinagar,Quick Bites,300,Dine-out
No,No,3.8 /5,52,Wilson Garden,Quick Bites,150,Dine-out
No,No,3.4 /5,12,Ulsoor,Quick Bites,100,Dine-out
No,No,4.1 /5,399,Shivajinagar,Quick Bites,300,Dine-out
No,No,NEW,0,HSR,Casual Dining,600,Dine-out
No,No,NEW,0,Commercial Street,Casual Dining,700,Dine-out
No,No,,0,Majestic,Quick Bites,150,Dine-out
No,No,3.1 /5,10,City Market,Cafe,200,Dine-out
Yes,No,3.1 /5,5,Commercial Street,Quick Bites,300,Dine-out
No,No,,0,City Market,Casual Dining,500,Dine-out
No,No,,0,Shivajinagar,Quick Bites,200,Dine-out
No,No,,0,Shivajinagar,Quick Bites,200,Dine-out
No,No,,0,Shivajinagar,Quick Bites,200,Dine-out
No,No,,0,Shivajinagar,Quick Bites,200,Dine-out
No,No,,0,Shivajinagar,Quick Bites,100,Dine-out
No,No,3.2 /5,4,Wilson Garden,Quick Bites,200,Dine-out
No,No,,0,Shivajinagar,Quick Bites,250,Dine-out
No,No,,0,Commercial Street,Quick Bites,150,Dine-out
No,No,,0,City Market,Quick Bites,150,Dine-out
No,No,,0,Wilson Garden,Quick Bites,150,Dine-out
No,No,,0,HSR,Quick Bites,200,Dine-out
No,No,,0,Shivajinagar,Quick Bites,600,Dine-out
No,No,,0,Uttarahalli,Quick Bites,300,Dine-out
No,No,,0,RT Nagar,Quick Bites,200,Dine-out
No,No,,0,City Market,Quick Bites,300,Dine-out
No,No,,0,City Market,Quick Bites,150,Dine-out
No,No,,0,Shivajinagar,Quick Bites,200,Dine-out
No,No,3.5 /5,17,Commercial Street,Quick Bites,100,Dine-out
No,No,3.6 /5,25,Commercial Street,Quick Bites,250,Dine-out
No,No,3.5 /5,27,Wilson Garden,Quick Bites,200,Dine-out
No,No,3.5 /5,10,Majestic,Quick Bites,400,Dine-out
No,No,3.6 /5,16,Majestic,Quick Bites,250,Dine-out
No,No,3.3 /5,11,Commercial Street,Quick Bites,150,Dine-out
No,No,3.1 /5,4,Ulsoor,Quick Bites,300,Dine-out
Yes,No,3.3 /5,4,Shivajinagar,Quick Bites,400,Dine-out
No,No,3.1 /5,11,Cunningham Road,Quick Bites,200,Dine-out
No,No,3.2 /5,4,Ulsoor,Quick Bites,200,Dine-out
No,No,,0,Shivajinagar,Quick Bites,200,Dine-out
No,No,3.6 /5,14,Shivajinagar,Quick Bites,250,Dine-out
No,No,3.7 /5,11,Shivajinagar,Quick Bites,200,Dine-out
No,No,3.8 /5,38,Commercial Street,Quick Bites,300,Dine-out
No,No,,0,Commercial Street,Quick Bites,300,Dine-out
No,No,3.1 /5,8,Wilson Garden,Quick Bites,300,Dine-out
No,No,3.2 /5,5,Shivajinagar,Quick Bites,150,Dine-out
No,No,3.2 /5,9,Shivajinagar,Quick Bites,200,Dine-out
No,No,,0,Commercial Street,Quick Bites,500,Dine-out
No,No,3.3 /5,5,Wilson Garden,Quick Bites,300,Dine-out
No,No,,0,Commercial Street,Quick Bites,400,Dine-out
No,No,NEW,0,Wilson Garden,Quick Bites,200,Dine-out
No,No,3.2 /5,8,Majestic,Quick Bites,150,Dine-out
No,No,,0,City Market,Quick Bites,250,Dine-out
No,No,3.5 /5,7,City Market,Quick Bites,200,Dine-out
No,No,,0,Ulsoor,Quick Bites,300,Dine-out
No,No,3.3 /5,29,Wilson Garden,Quick Bites,200,Dine-out
No,No,3.3 /5,6,Majestic,Quick Bites,150,Dine-out
Yes,No,3.9 /5,147,Cunningham Road,Quick Bites,600,Dine-out
No,No,,0,Shivajinagar,Quick Bites,250,Dine-out
No,No,3.6 /5,15,Commercial Street,Quick Bites,200,Dine-out
Yes,No,,0,Ulsoor,Quick Bites,600,Dine-out
No,No,2.5 /5,22,Ulsoor,Casual Dining,1000,Dine-out
Yes,No,3.4 /5,8,Wilson Garden,Quick Bites,300,Dine-out
No,No,3.3 /5,5,Wilson Garden,Quick Bites,200,Dine-out
No,No,3.2 /5,7,Commercial Street,Quick Bites,100,Dine-out
No,No,3.2 /5,4,Shivajinagar,Quick Bites,400,Dine-out
No,No,3.1 /5,10,Cunningham Road,Casual Dining,800,Dine-out
No,No,3.6 /5,12,Race Course Road,Cafe,800,Dine-out
No,Yes,4.3 /5,502,Residency Road,"Microbrewery, Casual Dining",2000,Drinks & nightlife
No,Yes,4.4 /5,4616,MG Road,Lounge,1700,Drinks & nightlife
No,Yes,4.4 /5,409,Brigade Road,"Microbrewery, Casual Dining",1500,Drinks & nightlife
No,No,4.6 /5,4048,Residency Road,"Microbrewery, Casual Dining",1500,Drinks & nightlife
No,Yes,4.3 /5,2240,Residency Road,"Microbrewery, Lounge",1700,Drinks & nightlife
No,Yes,4.4 /5,232,Residency Road,"Bar, Casual Dining",1200,Drinks & nightlife
No,Yes,4.2 /5,479,Residency Road,Lounge,3000,Drinks & nightlife
No,Yes,4.1 /5,104,Residency Road,Pub,1000,Drinks & nightlife
No,No,4.0 /5,521,Residency Road,Bar,1000,Drinks & nightlife
No,No,3.7 /5,298,Residency Road,Pub,1000,Drinks & nightlife
No,No,4.0 /5,95,Residency Road,Lounge,2000,Drinks & nightlife
No,No,3.6 /5,45,Residency Road,Lounge,1700,Drinks & nightlife
No,No,3.6 /5,14,Residency Road,Bar,800,Drinks & nightlife
No,No,3.3 /5,4,Residency Road,Bar,1000,Drinks & nightlife
No,Yes,4.2 /5,3140,Lavelle Road,Lounge,2500,Drinks & nightlife
No,Yes,4.4 /5,895,Lavelle Road,Fine Dining,3000,Drinks & nightlife
Yes,Yes,4.4 /5,2247,Lavelle Road,"Fine Dining, Lounge",3000,Drinks & nightlife
No,No,4.5 /5,1611,Brigade Road,"Casual Dining, Bar",1500,Drinks & nightlife
No,Yes,4.4 /5,409,Brigade Road,"Microbrewery, Casual Dining",1500,Drinks & nightlife
Yes,Yes,4.1 /5,2181,Brigade Road,Club,2000,Drinks & nightlife
No,No,4.4 /5,2435,Lavelle Road,"Casual Dining, Microbrewery",1500,Drinks & nightlife
No,Yes,4.5 /5,5294,St. Marks Road,"Casual Dining, Bar",2500,Drinks & nightlife
Yes,Yes,4.5 /5,1260,St. Marks Road,"Casual Dining, Bar",1700,Drinks & nightlife
No,Yes,4.4 /5,2055,Lavelle Road,"Casual Dining, Bar",1200,Drinks & nightlife
Yes,Yes,4.4 /5,3730,Lavelle Road,"Casual Dining, Irani Cafee",1300,Drinks & nightlife
No,No,4.2 /5,651,St. Marks Road,"Pub, Casual Dining",1300,Drinks & nightlife
Yes,Yes,4.3 /5,3498,Lavelle Road,"Pub, Microbrewery",1700,Drinks & nightlife
